Transaction_ID,User_ID,User_Name,Ration_Card_No,Date,Time,Center_ID,Item_Name,Quantity_Dispensed (kg),Authorized_Quota (kg),Remaining_Quota (kg),Authentication_Method,Authentication_Status,Transaction_Status,Dispense_Time (s),Stock_Remaining (kg),Power_Consumption (W),Temperature (°C),Humidity (%),Error_Code
TXN_0013,UID_522734,User_13,MH-78-9473-5998,2025-11-01,11:00:00,DC_01,Rice,1.97,5.0,3.0300000000000002,OTP,1,Completed,9.67,822.17,189.98,25.9,56.3,ERR_NONE
TXN_0014,UID_835686,User_14,MH-22-9901-1050,2025-11-01,11:10:00,DC_02,Rice,4.06,5.0,0.9400000000000004,OTP,1,Completed,8.61,792.39,150.53,30.3,59.0,ERR_NONE
TXN_0015,UID_627979,User_15,MH-20-8203-5661,2025-11-01,11:20:00,DC_02,Sugar,1.41,5.0,3.59,OTP,0,Failed,10.8,615.68,162.1,30.8,57.4,ERR_SENSOR
TXN_0016,UID_450402,User_16,MH-14-2150-8513,2025-11-01,11:30:00,DC_03,Rice,4.64,5.0,0.3600000000000003,Fingerprint,1,Completed,12.92,624.69,188.85,29.4,59.6,ERR_NONE
TXN_0017,UID_274743,User_17,MH-17-4662-7256,2025-11-01,11:40:00,DC_03,Sugar,2.27,5.0,2.73,Fingerprint,1,Completed,12.44,574.02,197.23,34.6,41.5,ERR_NONE
TXN_0018,UID_609670,User_18,MH-72-3059-5333,2025-11-01,11:50:00,DC_02,Sugar,4.28,5.0,0.7199999999999998,OTP,0,Failed,10.89,178.7,153.01,32.1,53.8,ERR_MOTOR
TXN_0019,UID_969653,User_19,MH-52-6326-7224,2025-11-01,12:00:00,DC_01,Wheat,2.17,5.0,2.83,Fingerprint,1,Completed,11.24,469.59,166.98,33.9,40.9,ERR_NONE
TXN_0020,UID_676152,User_20,MH-19-5476-8601,2025-11-01,12:10:00,DC_02,Wheat,4.7,5.0,0.2999999999999998,OTP,1,Completed,11.49,761.66,164.04,26.8,52.7,ERR_NONE
TXN_0021,UID_969039,User_21,MH-87-4650-4429,2025-11-01,12:20:00,DC_01,Sugar,2.41,5.0,2.59,Fingerprint,1,Completed,14.83,591.5,198.98,34.7,57.6,ERR_NONE
TXN_0022,UID_194328,User_22,MH-49-2684-9353,2025-11-01,12:30:00,DC_03,Wheat,2.92,5.0,2.08,OTP,1,Completed,11.51,384.88,170.5,34.8,53.1,ERR_NONE
TXN_0023,UID_564230,User_23,MH-99-6231-3915,2025-11-01,12:40:00,DC_02,Rice,3.22,5.0,1.7799999999999998,Aadhaar,1,Completed,9.38,435.2,172.52,27.6,69.4,ERR_NONE
TXN_0024,UID_621151,User_24,MH-42-8086-8087,2025-11-01,12:50:00,DC_03,Rice,2.65,5.0,2.35,Aadhaar,0,Failed,11.26,974.79,178.11,30.9,58.6,ERR_MOTOR
TXN_0025,UID_144022,User_25,MH-81-9385-9961,2025-11-01,13:00:00,DC_03,Rice,1.26,5.0,3.74,OTP,1,Completed,10.13,228.97,162.19,30.3,46.3,ERR_NONE
TXN_0026,UID_247371,User_26,MH-14-7514-3661,2025-11-01,13:10:00,DC_03,Wheat,3.24,5.0,1.7599999999999998,Aadhaar,1,Completed,10.78,333.43,182.6,30.4,56.5,ERR_NONE
TXN_0027,UID_182601,User_27,MH-37-3960-7252,2025-11-01,13:20:00,DC_03,Rice,2.81,5.0,2.19,Aadhaar,0,Failed,12.49,727.5,159.89,26.8,60.1,ERR_MOTOR
TXN_0028,UID_769229,User_28,MH-17-6747-1640,2025-11-01,13:30:00,DC_02,Wheat,1.82,5.0,3.1799999999999997,OTP,0,Failed,9.91,631.19,162.46,25.9,55.8,ERR_MOTOR
TXN_0029,UID_169225,User_29,MH-44-3381-3231,2025-11-01,13:40:00,DC_02,Wheat,1.03,5.0,3.9699999999999998,OTP,1,Completed,14.4,826.89,185.76,33.8,55.5,ERR_NONE
TXN_0030,UID_219641,User_30,MH-41-6800-7435,2025-11-01,13:50:00,DC_03,Rice,3.49,5.0,1.5099999999999998,OTP,1,Completed,8.25,198.93,190.45,33.1,60.8,ERR_NONE
TXN_0031,UID_283429,User_31,MH-28-1916-9685,2025-11-01,14:00:00,DC_02,Wheat,3.26,5.0,1.7400000000000002,Fingerprint,0,Failed,8.23,152.52,194.74,32.2,46.9,ERR_MOTOR
TXN_0032,UID_767687,User_32,MH-27-6338-2412,2025-11-01,14:10:00,DC_02,Sugar,2.91,5.0,2.09,Aadhaar,0,Failed,12.34,316.81,151.26,32.0,59.0,ERR_MOTOR
TXN_0033,UID_451443,User_33,MH-17-7262-6369,2025-11-01,14:20:00,DC_02,Sugar,3.99,5.0,1.0099999999999998,Fingerprint,1,Completed,8.43,737.01,193.41,30.9,52.8,ERR_NONE
TXN_0034,UID_984949,User_34,MH-30-1634-3016,2025-11-01,14:30:00,DC_01,Sugar,2.03,5.0,2.97,OTP,0,Failed,8.81,689.47,167.23,26.8,62.6,ERR_SENSOR
TXN_0035,UID_314281,User_35,MH-68-1285-9140,2025-11-01,14:40:00,DC_01,Wheat,3.53,5.0,1.4700000000000002,Aadhaar,0,Failed,10.28,467.41,195.07,28.7,67.7,ERR_MOTOR
TXN_0036,UID_244248,User_36,MH-19-7697-1510,2025-11-01,14:50:00,DC_01,Rice,3.79,5.0,1.21,OTP,1,Completed,10.86,558.73,158.19,32.4,52.0,ERR_NONE
TXN_0037,UID_275469,User_37,MH-89-4762-2065,2025-11-01,15:00:00,DC_03,Wheat,4.78,5.0,0.21999999999999975,OTP,1,Completed,10.93,976.83,168.48,29.3,63.0,ERR_NONE
TXN_0038,UID_390726,User_38,MH-95-5068-3494,2025-11-01,15:10:00,DC_03,Rice,3.89,5.0,1.1099999999999999,OTP,1,Completed,8.28,154.0,196.4,25.8,53.3,ERR_NONE
TXN_0039,UID_872840,User_39,MH-40-2033-8620,2025-11-01,15:20:00,DC_03,Sugar,3.28,5.0,1.7200000000000002,OTP,0,Failed,9.13,555.3,197.69,29.5,57.8,ERR_MOTOR
TXN_0040,UID_575712,User_40,MH-43-3325-7490,2025-11-01,15:30:00,DC_03,Sugar,3.07,5.0,1.9300000000000002,Fingerprint,1,Completed,10.79,228.24,158.22,29.1,61.5,ERR_NONE
TXN_0041,UID_960471,User_41,MH-26-1700-8450,2025-11-01,15:40:00,DC_03,Wheat,3.95,5.0,1.0499999999999998,Aadhaar,0,Failed,14.63,188.42,191.97,28.0,54.2,ERR_MOTOR
TXN_0042,UID_512140,User_42,MH-60-9983-1548,2025-11-01,15:50:00,DC_01,Rice,3.17,5.0,1.83,Aadhaar,1,Completed,13.33,988.3,153.19,34.2,60.5,ERR_NONE
TXN_0043,UID_301344,User_43,MH-29-8764-1070,2025-11-01,16:00:00,DC_01,Rice,1.31,5.0,3.69,Fingerprint,1,Completed,8.02,449.99,178.62,28.1,67.3,ERR_NONE
TXN_0044,UID_130027,User_44,MH-76-3200-8176,2025-11-01,16:10:00,DC_02,Wheat,3.47,5.0,1.5299999999999998,Fingerprint,0,Failed,11.13,494.95,151.47,30.6,55.5,ERR_SENSOR
TXN_0045,UID_121022,User_45,MH-45-5370-9659,2025-11-01,16:20:00,DC_01,Sugar,1.03,5.0,3.9699999999999998,Fingerprint,0,Failed,13.54,312.68,165.71,26.4,49.8,ERR_SENSOR
TXN_0046,UID_510562,User_46,MH-23-2330-7336,2025-11-01,16:30:00,DC_02,Wheat,2.07,5.0,2.93,Aadhaar,0,Failed,14.02,386.18,168.77,30.0,64.9,ERR_MOTOR
TXN_0047,UID_836313,User_47,MH-61-1036-1768,2025-11-01,16:40:00,DC_03,Sugar,4.34,5.0,0.6600000000000001,Aadhaar,1,Completed,12.93,557.64,169.94,25.3,55.0,ERR_NONE
TXN_0048,UID_217027,User_48,MH-50-6345-7252,2025-11-01,16:50:00,DC_02,Rice,3.19,5.0,1.81,Fingerprint,1,Completed,10.45,394.42,163.04,27.9,51.1,ERR_NONE
TXN_0049,UID_129611,User_49,MH-16-9919-7385,2025-11-01,17:00:00,DC_01,Sugar,3.13,5.0,1.87,Fingerprint,1,Completed,12.64,772.45,196.04,31.9,59.9,ERR_NONE
TXN_0050,UID_463386,User_50,MH-36-8254-1841,2025-11-01,17:10:00,DC_01,Sugar,2.18,5.0,2.82,Fingerprint,0,Failed,9.94,323.16,166.19,31.3,44.7,ERR_SENSOR
TXN_0051,UID_367967,User_51,MH-43-2975-3322,2025-11-01,17:20:00,DC_01,Rice,2.07,5.0,2.93,Fingerprint,1,Completed,14.64,817.09,161.38,25.1,40.2,ERR_NONE
TXN_0052,UID_497074,User_52,MH-28-9327-2148,2025-11-01,17:30:00,DC_02,Sugar,4.13,5.0,0.8700000000000001,Aadhaar,0,Failed,13.77,837.65,167.69,29.9,42.6,ERR_MOTOR
TXN_0053,UID_168345,User_53,MH-67-5173-4672,2025-11-01,17:40:00,DC_03,Wheat,4.98,5.0,0.019999999999999574,OTP,0,Failed,14.35,631.62,151.73,32.5,51.1,ERR_SENSOR
TXN_0054,UID_809400,User_54,MH-28-3934-9710,2025-11-01,17:50:00,DC_01,Sugar,4.54,5.0,0.45999999999999996,Fingerprint,0,Failed,8.11,190.42,163.96,29.0,63.7,ERR_MOTOR
TXN_0055,UID_664941,User_55,MH-19-4301-1707,2025-11-01,18:00:00,DC_01,Wheat,4.26,5.0,0.7400000000000002,OTP,1,Completed,14.56,743.6,166.16,29.3,67.6,ERR_NONE
TXN_0056,UID_171984,User_56,MH-36-8172-7246,2025-11-01,18:10:00,DC_01,Sugar,4.81,5.0,0.1900000000000004,Fingerprint,1,Completed,13.04,104.39,154.94,31.9,53.8,ERR_NONE
TXN_0057,UID_909438,User_57,MH-34-8538-1219,2025-11-01,18:20:00,DC_01,Rice,4.1,5.0,0.9000000000000004,Fingerprint,1,Completed,9.0,578.17,193.45,32.8,47.3,ERR_NONE
TXN_0058,UID_656870,User_58,MH-88-6969-1225,2025-11-01,18:30:00,DC_03,Rice,2.05,5.0,2.95,Aadhaar,1,Completed,10.46,849.6,160.67,33.7,46.5,ERR_NONE
TXN_0059,UID_536369,User_59,MH-19-4721-2531,2025-11-01,18:40:00,DC_02,Wheat,1.14,5.0,3.8600000000000003,OTP,1,Completed,8.94,268.02,178.67,31.2,42.6,ERR_NONE
TXN_0060,UID_789384,User_60,MH-31-3616-5857,2025-11-01,18:50:00,DC_01,Wheat,3.24,5.0,1.7599999999999998,Aadhaar,1,Completed,10.57,770.75,165.67,27.2,47.6,ERR_NONE
TXN_0061,UID_884610,User_61,MH-16-3712-2831,2025-11-01,19:00:00,DC_02,Sugar,1.17,5.0,3.83,OTP,0,Failed,8.04,134.95,159.24,26.8,66.3,ERR_MOTOR
TXN_0062,UID_628655,User_62,MH-32-2042-1331,2025-11-01,19:10:00,DC_02,Rice,2.94,5.0,2.06,Fingerprint,1,Completed,9.08,899.2,174.4,25.4,49.6,ERR_NONE
TXN_0063,UID_262355,User_63,MH-57-8189-5615,2025-11-01,19:20:00,DC_02,Rice,1.88,5.0,3.12,OTP,1,Completed,11.43,995.35,178.75,34.3,51.7,ERR_NONE
TXN_0064,UID_390851,User_64,MH-70-7488-3641,2025-11-01,19:30:00,DC_02,Rice,3.01,5.0,1.9900000000000002,Fingerprint,1,Completed,14.22,746.15,177.08,29.7,65.8,ERR_NONE
TXN_0065,UID_113796,User_65,MH-75-2490-9529,2025-11-01,19:40:00,DC_03,Sugar,1.02,5.0,3.98,OTP,1,Completed,13.97,875.18,165.08,31.7,56.6,ERR_NONE
TXN_0066,UID_770914,User_66,MH-28-3103-2773,2025-11-01,19:50:00,DC_01,Wheat,4.31,5.0,0.6900000000000004,Fingerprint,0,Failed,9.89,373.5,189.86,28.5,56.1,ERR_MOTOR
TXN_0067,UID_738218,User_67,MH-40-5258-6361,2025-11-01,20:00:00,DC_01,Rice,3.3,5.0,1.7000000000000002,Aadhaar,0,Failed,13.66,101.77,157.21,25.2,60.0,ERR_SENSOR
TXN_0068,UID_737178,User_68,MH-99-4941-4953,2025-11-01,20:10:00,DC_03,Sugar,2.32,5.0,2.68,Aadhaar,0,Failed,12.02,393.06,174.07,31.5,58.0,ERR_MOTOR
TXN_0069,UID_505898,User_69,MH-93-8052-4120,2025-11-01,20:20:00,DC_02,Rice,2.71,5.0,2.29,OTP,0,Failed,12.73,659.25,170.5,25.9,64.5,ERR_SENSOR
TXN_0070,UID_701508,User_70,MH-28-8067-5951,2025-11-01,20:30:00,DC_02,Sugar,2.09,5.0,2.91,OTP,1,Completed,14.62,158.27,193.73,34.8,45.5,ERR_NONE
TXN_0071,UID_539112,User_71,MH-90-7141-7593,2025-11-01,20:40:00,DC_01,Sugar,2.17,5.0,2.83,Fingerprint,0,Failed,13.51,149.15,181.91,34.4,56.1,ERR_SENSOR
TXN_0072,UID_635095,User_72,MH-30-4098-2590,2025-11-01,20:50:00,DC_01,Sugar,1.96,5.0,3.04,Aadhaar,1,Completed,8.5,250.06,185.12,29.8,53.0,ERR_NONE
TXN_0073,UID_725247,User_73,MH-11-7605-2715,2025-11-01,21:00:00,DC_03,Rice,3.28,5.0,1.7200000000000002,OTP,0,Failed,11.38,780.01,179.35,25.3,65.3,ERR_MOTOR
TXN_0074,UID_889511,User_74,MH-19-6280-9968,2025-11-01,21:10:00,DC_03,Sugar,2.57,5.0,2.43,Aadhaar,0,Failed,14.11,373.08,195.2,34.6,49.8,ERR_MOTOR
TXN_0075,UID_567011,User_75,MH-75-2817-8970,2025-11-01,21:20:00,DC_03,Wheat,2.04,5.0,2.96,OTP,1,Completed,12.5,767.26,151.92,34.7,60.5,ERR_NONE
TXN_0076,UID_602349,User_76,MH-32-9640-2481,2025-11-01,21:30:00,DC_02,Rice,4.43,5.0,0.5700000000000003,OTP,0,Failed,11.99,539.72,194.95,26.2,47.6,ERR_SENSOR
TXN_0077,UID_652125,User_77,MH-84-9787-5799,2025-11-01,21:40:00,DC_03,Wheat,3.75,5.0,1.25,Aadhaar,1,Completed,9.92,536.77,191.97,31.7,50.8,ERR_NONE
TXN_0078,UID_395664,User_78,MH-63-5074-8249,2025-11-01,21:50:00,DC_01,Wheat,3.95,5.0,1.0499999999999998,Aadhaar,0,Failed,11.88,563.93,178.71,27.9,40.6,ERR_SENSOR
TXN_0079,UID_305533,User_79,MH-16-1163-5752,2025-11-01,22:00:00,DC_02,Wheat,4.33,5.0,0.6699999999999999,Aadhaar,1,Completed,13.17,570.8,164.43,33.1,69.2,ERR_NONE
TXN_0080,UID_736044,User_80,MH-54-1857-6662,2025-11-01,22:10:00,DC_03,Rice,4.93,5.0,0.07000000000000028,OTP,0,Failed,12.21,368.36,179.54,32.3,70.0,ERR_MOTOR
TXN_0081,UID_998256,User_81,MH-10-3751-6337,2025-11-01,22:20:00,DC_01,Wheat,4.28,5.0,0.7199999999999998,OTP,1,Completed,13.87,666.7,182.7,25.9,50.9,ERR_NONE
TXN_0082,UID_245423,User_82,MH-97-8243-2367,2025-11-01,22:30:00,DC_01,Sugar,1.04,5.0,3.96,OTP,0,Failed,14.41,524.27,153.96,28.6,65.9,ERR_SENSOR
TXN_0083,UID_134071,User_83,MH-44-3834-6956,2025-11-01,22:40:00,DC_01,Rice,3.45,5.0,1.5499999999999998,OTP,0,Failed,8.95,897.79,183.94,27.1,40.6,ERR_MOTOR
TXN_0084,UID_876845,User_84,MH-73-6692-8675,2025-11-01,22:50:00,DC_02,Rice,4.88,5.0,0.1200000000000001,Fingerprint,0,Failed,14.29,632.76,189.21,28.8,62.0,ERR_MOTOR
TXN_0085,UID_228365,User_85,MH-79-7116-8750,2025-11-01,23:00:00,DC_02,Wheat,3.91,5.0,1.0899999999999999,OTP,1,Completed,9.85,458.46,167.41,34.2,64.8,ERR_NONE
TXN_0086,UID_565293,User_86,MH-97-7671-9937,2025-11-01,23:10:00,DC_02,Wheat,3.37,5.0,1.63,OTP,0,Failed,12.1,463.33,188.18,27.7,69.8,ERR_MOTOR
TXN_0087,UID_433670,User_87,MH-90-5745-5968,2025-11-01,23:20:00,DC_01,Sugar,1.23,5.0,3.77,Fingerprint,1,Completed,10.11,256.0,187.92,27.6,51.7,ERR_NONE
TXN_0088,UID_341496,User_88,MH-37-3196-6398,2025-11-01,23:30:00,DC_03,Sugar,4.71,5.0,0.29000000000000004,Fingerprint,1,Completed,8.16,554.57,199.16,33.3,65.5,ERR_NONE
TXN_0089,UID_257580,User_89,MH-31-7257-2181,2025-11-01,23:40:00,DC_01,Rice,1.34,5.0,3.66,OTP,0,Failed,12.11,998.09,172.68,34.4,64.5,ERR_SENSOR
TXN_0090,UID_310973,User_90,MH-32-9657-9274,2025-11-01,23:50:00,DC_03,Wheat,3.83,5.0,1.17,Fingerprint,0,Failed,10.46,891.58,162.42,33.6,40.4,ERR_SENSOR
TXN_0091,UID_979400,User_91,MH-99-1810-2153,2025-11-02,00:00:00,DC_02,Rice,3.33,5.0,1.67,OTP,1,Completed,12.5,668.48,187.88,28.9,54.9,ERR_NONE
TXN_0092,UID_250495,User_92,MH-80-5385-5969,2025-11-02,00:10:00,DC_03,Wheat,4.78,5.0,0.21999999999999975,Fingerprint,0,Failed,12.42,884.14,178.29,33.5,66.8,ERR_MOTOR
TXN_0093,UID_438974,User_93,MH-71-6128-2706,2025-11-02,00:20:00,DC_01,Wheat,1.84,5.0,3.16,Aadhaar,0,Failed,13.25,391.47,159.52,31.5,61.6,ERR_MOTOR
TXN_0094,UID_258670,User_94,MH-60-9982-5757,2025-11-02,00:30:00,DC_02,Wheat,2.04,5.0,2.96,Aadhaar,1,Completed,8.44,164.55,150.87,31.7,60.7,ERR_NONE
TXN_0095,UID_642880,User_95,MH-87-9730-7919,2025-11-02,00:40:00,DC_01,Sugar,4.03,5.0,0.9699999999999998,OTP,1,Completed,11.52,735.35,175.86,29.2,50.9,ERR_NONE
TXN_0096,UID_705189,User_96,MH-10-5415-6054,2025-11-02,00:50:00,DC_02,Rice,4.15,5.0,0.8499999999999996,Fingerprint,1,Completed,10.33,193.92,160.7,31.6,51.0,ERR_NONE
TXN_0097,UID_500303,User_97,MH-79-7082-3047,2025-11-02,01:00:00,DC_02,Rice,1.14,5.0,3.8600000000000003,Aadhaar,1,Completed,11.53,850.89,154.98,33.2,52.3,ERR_NONE
TXN_0098,UID_954727,User_98,MH-32-9270-6586,2025-11-02,01:10:00,DC_01,Wheat,1.57,5.0,3.4299999999999997,Aadhaar,0,Failed,10.26,465.07,172.97,25.3,44.0,ERR_MOTOR
TXN_0099,UID_517488,User_99,MH-21-9209-2481,2025-11-02,01:20:00,DC_03,Sugar,1.32,5.0,3.6799999999999997,Fingerprint,0,Failed,13.18,857.26,165.68,29.4,67.0,ERR_SENSOR
TXN_0100,UID_587878,User_100,MH-76-3661-3760,2025-11-02,01:30:00,DC_01,Sugar,1.84,5.0,3.16,Aadhaar,1,Completed,12.71,249.73,186.59,30.5,66.2,ERR_NONE
